GYEAR,PCODE,T_ID,AGE_VA
2016,60100,LG,28
2016,60105,LG,25
2016,60146,LG,25
2016,60164,LG,25
2016,60181,LG,28
2016,60255,OB,25
2016,60263,NC,26
2016,60264,KT,25
2016,60304,NC,29
2016,60337,SK,25
2016,60339,WO,25
2016,60342,WO,29
2016,60343,KT,29
2016,60404,HH,28
2016,60441,OB,29
2016,60454,SS,25
2016,60456,SS,28
2016,60457,SS,28
2016,60464,SS,25
2016,60496,KT,26
2016,60523,LT,29
2016,60558,LT,25
2016,60559,LT,27
2016,60566,NC,27
2016,60605,HT,29
2016,60634,HT,25
2016,60636,HT,25
2016,60648,HT,25
2016,60658,HT,30
2016,60667,HH,30
2016,60713,HH,25
2016,60724,SS,29
2016,60757,HH,25
2016,60764,HH,25
2016,60768,HH,26
2016,60805,HH,29
2016,60841,SK,25
2016,60845,SK,29
2016,60848,KT,29
2016,60864,SK,29
2016,60865,KT,27
2016,60949,LG,29
2016,61101,LG,24
2016,61102,LG,24
2016,61108,LG,24
2016,61114,LG,27
2016,61145,LG,24
2016,61186,LG,28
2016,61194,LG,28
2016,61197,OB,28
2016,61204,LT,28
2016,61208,OB,28
2016,61214,OB,24
2016,61215,OB,28
2016,61240,OB,35
2016,61295,OB,24
2016,61323,NC,23
2016,61329,LG,28
2016,61353,WO,27
2016,61365,SS,28
2016,61366,WO,24
2016,61396,WO,24
2016,61411,SS,23
2016,61457,SS,28
2016,61463,SS,31
2016,61492,SS,28
2016,61527,OB,28
2016,61554,LT,27
2016,61557,SK,25
2016,61569,LT,29
2016,61591,LT,29
2016,61643,HT,24
2016,61652,HT,28
2016,61665,SS,26
2016,61666,HT,23
2016,61700,HH,24
2016,61715,HT,24
2016,61742,SS,28
2016,61743,HT,24
2016,61767,HH,24
2016,61891,LG,25
2016,61893,SK,24
2016,61895,SK,24
2016,61929,KT,28
2016,62007,LG,31
2016,62016,NC,27
2016,62056,SK,28
2016,62146,LG,27
2016,62147,LG,27
2016,62164,LG,27
2016,62234,OB,22
2016,62242,OB,27
2016,62244,OB,26
2016,62265,KT,27
2016,62302,WO,28
2016,62322,WO,37
2016,62332,WO,23
2016,62338,WO,23
2016,62349,HT,37
2016,62353,WO,27
2016,62363,WO,23
2016,62404,SS,23
2016,62406,SS,27
2016,62415,SS,26
2016,62463,LG,23
2016,62522,LT,30
2016,62528,LT,23
2016,62537,LG,26
2016,62556,LT,27
2016,62558,LT,22
2016,62559,LT,27
2016,62591,LT,27
2016,62611,HH,27
2016,62648,HT,23
2016,62655,LT,27
2016,62668,HT,27
2016,62698,LG,31
2016,62700,HH,22
2016,62768,HH,27
2016,62770,HH,23
2016,62797,HH,27
2016,62802,SK,24
2016,62864,SK,27
2016,62868,SK,28
2016,62869,SK,27
2016,62893,SK,27
2016,62895,SK,27
2016,62907,NC,23
2016,62908,NC,23
2016,62917,NC,23
2016,62926,NC,23
2016,62927,NC,27
2016,62929,NC,23
2016,62934,NC,23
2016,62937,WO,27
2016,62947,NC,27
2016,62951,NC,22
2016,62966,NC,27
2016,63027,SS,26
2016,63077,LG,31
2016,63088,KT,29
2016,63102,NC,26
2016,63111,LG,33
2016,63123,LG,22
2016,63145,LG,22
2016,63248,OB,21
2016,63257,OB,22
2016,63260,OB,22
2016,63339,WO,22
2016,63342,WO,22
2016,63360,WO,23
2016,63363,WO,22
2016,63440,SS,27
2016,63448,KT,23
2016,63464,SS,22
2016,63512,LT,22
2016,63634,HT,26
2016,63636,HT,26
2016,63638,HT,24
2016,63700,HH,22
2016,63704,HT,26
2016,63722,HT,22
2016,63791,HH,27
2016,63810,SK,33
2016,63894,SK,22
2016,63913,SS,26
2016,63914,NC,26
2016,63920,NC,25
2016,63935,LT,26
2016,63938,NC,33
2016,63950,NC,21
2016,63959,NC,26
2016,63963,NC,26
2016,63991,OB,26
2016,64001,KT,25
2016,64004,KT,21
2016,64006,KT,21
2016,64007,KT,25
2016,64017,KT,22
2016,64021,LT,21
2016,64022,LT,21
2016,64029,KT,21
2016,64041,KT,21
2016,64086,HH,26
2016,64100,LG,21
2016,64115,LG,21
2016,64153,LG,25
2016,64166,KT,21
2016,64204,OB,25
2016,64213,OB,25
2016,64255,OB,21
2016,64259,OB,27
2016,64267,OB,21
2016,64288,OB,25
2016,64300,WO,21
2016,64340,WO,21
2016,64346,WO,21
2016,64350,WO,21
2016,64396,WO,21
2016,64400,SS,26
2016,64468,SS,20
2016,64493,SS,25
2016,64498,SS,21
2016,64499,SS,25
2016,64596,LT,22
2016,64610,HT,25
2016,64646,HT,21
2016,64697,HT,20
2016,64699,HT,32
2016,64706,HH,25
2016,64717,HH,22
2016,64718,LT,24
2016,64724,HH,25
2016,64764,LT,22
2016,64768,SK,21
2016,64769,SS,25
2016,64802,SK,24
2016,64861,SK,21
2016,64890,SK,21
2016,64893,SK,24
2016,64895,SK,21
2016,64906,NC,24
2016,64907,NC,26
2016,64914,NC,30
2016,64944,NC,21
2016,64960,NC,25
2016,64984,NC,21
2016,64992,NC,25
2016,64995,NC,21
2016,65005,KT,33
2016,65040,KT,20
2016,65042,KT,23
2016,65044,KT,20
2016,65048,KT,24
2016,65056,KT,20
2016,65057,KT,24
2016,65058,KT,20
2016,65060,KT,21
2016,65062,KT,26
2016,65064,NC,24
2016,65067,KT,25
2016,65096,KT,21
2016,65103,LG,28
2016,65115,LG,20
2016,65120,LG,20
2016,65206,OB,24
2016,65241,OB,21
2016,65264,OB,20
2016,65293,OB,25
2016,65320,WO,19
2016,65331,KT,31
2016,65343,WO,20
2016,65345,WO,20
2016,65348,WO,20
2016,65357,WO,20
2016,65362,WO,20
2016,65368,WO,21
2016,65392,WO,20
2016,65399,WO,26
2016,65405,SS,24
2016,65412,SS,24
2016,65447,SS,24
2016,65464,SK,20
2016,65503,LT,20
2016,65506,LT,24
2016,65509,LT,20
2016,65513,LT,24
2016,65514,LT,20
2016,65515,LT,24
2016,65516,LT,20
2016,65522,LT,21
2016,65523,LT,31
2016,65543,LT,29
2016,65546,LT,28
2016,65591,LT,26
2016,65610,HT,20
2016,65617,HT,24
2016,65620,HT,20
2016,65653,HT,24
2016,65665,HT,24
2016,65696,HT,24
2016,65702,SK,24
2016,65707,HH,24
2016,65742,HH,31
2016,65764,HH,21
2016,65769,HH,21
2016,65827,SK,20
2016,65844,SK,20
2016,65856,SK,28
2016,65869,SK,24
2016,65894,SK,20
2016,65896,SK,20
2016,65898,WO,20
2016,65904,NC,23
2016,65931,NC,30
2016,65933,NC,19
2016,65949,NC,20
2016,65958,NC,20
2016,66023,KT,22
2016,66032,KT,33
2016,66039,KT,19
2016,66047,KT,19
2016,66049,KT,28
2016,66050,KT,32
2016,66052,KT,25
2016,66068,KT,19
2016,66108,LG,23
2016,66138,LG,32
2016,66145,LG,19
2016,66154,LG,29
2016,66160,LG,19
2016,66162,LG,18
2016,66201,OB,23
2016,66203,OB,23
2016,66207,OB,20
2016,66209,OB,23
2016,66226,OB,30
2016,66233,OB,19
2016,66243,OB,22
2016,66244,OB,30
2016,66306,WO,32
2016,66323,WO,32
2016,66324,WO,30
2016,66354,WO,19
2016,66357,WO,19
2016,66359,WO,19
2016,66367,WO,19
2016,66397,WO,20
2016,66398,WO,19
2016,66399,WO,19
2016,66402,SS,26
2016,66409,SS,23
2016,66423,SS,30
2016,66440,SS,30
2016,66444,SS,24
2016,66446,SS,28
2016,66451,SS,19
2016,66452,SS,33
2016,66462,SS,23
2016,66469,SS,19
2016,66492,SS,24
2016,66493,SS,23
2016,66504,LT,20
2016,66508,LT,25
2016,66523,LT,33
2016,66556,LT,19
2016,66557,LT,20
2016,66563,LT,23
2016,66565,LT,23
2016,66569,LT,19
2016,66606,HT,19
2016,66609,HT,20
2016,66628,HT,27
2016,66629,HT,21
2016,66630,HT,19
2016,66643,HT,29
2016,66657,HT,19
2016,66659,HT,19
2016,66660,HT,20
2016,66662,HT,18
2016,66663,HT,23
2016,66702,HH,20
2016,66705,HH,23
2016,66710,HH,19
2016,66740,HH,27
2016,66741,HH,23
2016,66742,HH,29
2016,66748,HH,31
2016,66749,HH,23
2016,66750,HH,27
2016,66801,SK,19
2016,66804,SK,23
2016,66805,SK,28
2016,66825,SK,28
2016,66833,SK,19
2016,66838,SK,26
2016,66858,SK,19
2016,66859,SK,23
2016,66864,SK,19
2016,66917,NC,19
2016,66920,NC,19
2016,66928,NC,19
2016,66943,NC,19
2016,66956,NC,19
2016,66960,NC,26
2016,66963,NC,19
2016,66965,NC,23
2016,66968,NC,23
2016,66990,NC,23
2016,66992,NC,23
2016,66995,NC,23
2016,67845,KT,30
2016,70142,HT,35
2016,70410,HT,35
2016,70425,HH,35
2016,70553,KT,35
2016,70615,LT,35
2016,70646,KT,36
2016,70756,HT,35
2016,70820,SK,35
2016,70839,LG,33
2016,71118,LG,33
2016,71184,HT,35
2016,71207,HT,38
2016,71260,HH,36
2016,71347,HH,34
2016,71432,SS,37
2016,71552,LT,33
2016,71562,LT,34
2016,71565,LT,34
2016,71610,HH,34
2016,71752,HH,34
2016,71801,LT,38
2016,71837,SK,34
2016,71842,LG,34
2016,71845,SK,34
2016,71848,SK,35
2016,71851,SS,35
2016,71857,SK,34
2016,72133,LG,37
2016,72214,OB,32
2016,72261,WO,33
2016,72303,HT,37
2016,72321,HT,33
2016,72324,SK,33
2016,72443,SS,33
2016,72447,HH,33
2016,72456,LG,33
2016,72463,SS,33
2016,72466,SS,33
2016,72523,HT,33
2016,72535,LT,34
2016,72546,LT,33
2016,72551,LT,37
2016,72559,HT,33
2016,72641,HT,33
2016,72649,SS,33
2016,72749,WO,37
2016,72860,SK,35
2016,72862,LT,33
2016,73113,KT,32
2016,73117,LG,31
2016,73136,HH,32
2016,73153,KT,33
2016,73209,SK,32
2016,73211,LT,32
2016,73213,NC,36
2016,73226,OB,35
2016,73228,SK,32
2016,73241,OB,36
2016,73248,SK,35
2016,73306,NC,32
2016,73339,NC,36
2016,73342,WO,36
2016,73602,HH,35
2016,73606,HT,32
2016,73632,SK,32
2016,73725,HH,35
2016,73738,HH,32
2016,73750,HH,32
2016,73801,HH,32
2016,73824,LG,36
2016,74139,LG,30
2016,74148,HH,31
2016,74158,SS,35
2016,74163,HH,31
2016,74167,HH,35
2016,74206,OB,31
2016,74215,WO,31
2016,74223,NC,35
2016,74339,KT,35
2016,74358,NC,31
2016,74359,WO,31
2016,74402,SS,35
2016,74454,SS,35
2016,74465,NC,31
2016,74513,OB,31
2016,74540,LT,31
2016,74543,KT,31
2016,74556,LT,31
2016,74605,HT,31
2016,74630,SS,31
2016,74729,HH,31
2016,74731,HH,31
2016,74745,HH,36
2016,74748,HH,32
2016,74756,HH,31
2016,74823,LG,31
2016,74838,SK,31
2016,74846,SK,35
2016,74857,HH,31
2016,75138,SK,34
2016,75149,KT,30
2016,75151,SK,30
2016,75250,SK,34
2016,75258,WO,30
2016,75261,SS,30
2016,75268,SS,31
2016,75321,LT,34
2016,75334,OB,30
2016,75340,SK,30
2016,75342,WO,30
2016,75441,NC,34
2016,75566,OB,30
2016,75620,HT,30
2016,75668,HT,30
2016,75730,KT,30
2016,75750,WO,30
2016,75808,HH,34
2016,75847,SK,29
2016,75852,NC,30
2016,75867,NC,31
2016,76100,LG,33
2016,76118,NC,29
2016,76140,HT,29
2016,76158,SK,28
2016,76232,OB,29
2016,76249,OB,29
2016,76262,SK,30
2016,76267,OB,28
2016,76304,KT,29
2016,76313,LT,29
2016,76322,WO,30
2016,76329,OB,33
2016,76350,WO,29
2016,76355,SS,33
2016,76368,WO,29
2016,76404,HH,29
2016,76430,WO,28
2016,76435,LT,32
2016,76455,SS,29
2016,76461,SS,29
2016,76469,KT,29
2016,76509,LT,29
2016,76536,LT,29
2016,76540,LT,29
2016,76610,HT,29
2016,76639,HT,29
2016,76650,LG,30
2016,76720,HH,29
2016,76746,HH,32
2016,76753,HH,33
2016,76757,LG,30
2016,76802,SK,29
2016,76812,SK,28
2016,76849,SK,29
2016,76858,SK,33
2016,76869,SK,29
2016,77104,KT,32
2016,77147,LG,36
2016,77211,OB,27
2016,77229,OB,28
2016,77243,HH,32
2016,77248,OB,31
2016,77253,OB,28
2016,77263,OB,28
2016,77318,KT,29
2016,77326,WO,28
2016,77446,SS,29
2016,77452,HH,33
2016,77454,NC,32
2016,77462,KT,28
2016,77463,WO,34
2016,77464,HH,28
2016,77532,LT,28
2016,77563,KT,28
2016,77564,WO,28
2016,77566,LT,28
2016,77591,LT,36
2016,77609,KT,32
2016,77637,HT,28
2016,77648,HT,32
2016,77669,LT,28
2016,77733,OB,28
2016,77829,SK,28
2016,77848,WO,28
2016,77869,SK,29
2016,77927,SS,28
2016,78119,LG,27
2016,78122,NC,27
2016,78135,LG,27
2016,78148,LG,26
2016,78168,WO,27
2016,78217,LG,31
2016,78224,OB,28
2016,78243,NC,27
2016,78247,OB,26
2016,78248,NC,32
2016,78257,OB,27
2016,78288,OB,27
2016,78352,NC,31
2016,78361,KT,27
2016,78366,NC,27
2016,78454,SS,27
2016,78467,SS,31
2016,78513,LT,30
2016,78517,KT,27
2016,78536,LT,32
2016,78548,KT,26
2016,78552,LT,31
2016,78566,LT,27
2016,78603,HT,27
2016,78629,HT,31
2016,78643,HT,27
2016,78666,HT,31
2016,78739,KT,31
2016,78745,HH,32
2016,78753,KT,28
2016,78756,HH,27
2016,78760,HH,31
2016,78765,HT,31
2016,78813,NC,31
2016,78850,LT,31
2016,78892,KT,34
2016,79109,LG,26
2016,79113,LG,26
2016,79130,WO,26
2016,79140,LG,27
2016,79150,LG,26
2016,79191,KT,30
2016,79192,LG,26
2016,79198,LG,30
2016,79215,OB,26
2016,79222,OB,26
2016,79229,OB,30
2016,79231,OB,26
2016,79235,OB,26
2016,79240,OB,26
2016,79290,OB,27
2016,79293,OB,31
2016,79300,WO,30
2016,79334,WO,26
2016,79339,LG,26
2016,79349,OB,26
2016,79356,LT,29
2016,79358,WO,26
2016,79364,KT,30
2016,79365,WO,26
2016,79402,SS,26
2016,79440,SS,26
2016,79448,SS,26
2016,79453,KT,30
2016,79456,SS,30
2016,79465,SS,30
2016,79535,OB,26
2016,79544,OB,32
2016,79545,LT,27
2016,79608,HT,26
2016,79617,HT,26
2016,79657,NC,26
2016,79705,HH,31
2016,79748,HH,29
2016,79758,HH,30
2016,79764,HH,26
2016,79791,SS,31
2016,79840,SK,26
2016,79847,SK,26
2016,79869,HH,26
2016,94629,NC,40
2016,95158,HH,40
2016,95436,SS,40
2016,95657,HT,40
2016,96462,LG,38
2016,97109,LG,42
2016,97336,HT,42
2016,97541,WO,39
2016,98144,HH,41
2016,99152,LG,36
2016,99222,OB,39
2016,99314,HH,39
2016,99445,SS,36
2016,99563,KT,36
2016,99606,LG,36
2016,99737,HH,40
2016,99810,KT,36
2017,60100,LG,29
2017,60105,LG,26
2017,60140,LG,30
2017,60146,SS,26
2017,60164,LG,26
2017,60181,LG,29
2017,60255,OB,26
2017,60263,NC,27
2017,60264,WO,26
2017,60337,SK,26
2017,60339,WO,26
2017,60343,KT,30
2017,60441,OB,30
2017,60456,SS,29
2017,60457,SS,29
2017,60464,SS,26
2017,60496,KT,27
2017,60523,LT,30
2017,60558,KT,26
2017,60559,LT,28
2017,60566,NC,28
2017,60605,HT,30
2017,60634,HT,26
2017,60636,HT,26
2017,60648,HT,26
2017,60658,HT,31
2017,60667,HH,31
2017,60693,HT,30
2017,60713,HH,26
2017,60724,KT,30
2017,60757,HH,26
2017,60764,HH,26
2017,60768,HH,27
2017,60805,HH,30
2017,60841,SK,26
2017,60845,SK,30
2017,60848,KT,30
2017,60865,KT,28
2017,60949,LG,30
2017,61101,LG,25
2017,61102,LG,25
2017,61104,SS,29
2017,61114,LG,28
2017,61156,LG,25
2017,61186,LG,29
2017,61197,SS,29
2017,61204,LT,29
2017,61208,OB,29
2017,61214,OB,25
2017,61215,OB,29
2017,61240,OB,36
2017,61329,LG,29
2017,61353,WO,28
2017,61360,SK,25
2017,61365,SS,29
2017,61366,WO,25
2017,61396,WO,25
2017,61404,SS,29
2017,61411,SS,24
2017,61456,WO,25
2017,61457,SS,29
2017,61463,SS,32
2017,61496,SS,31
2017,61554,LT,28
2017,61557,SK,26
2017,61591,LT,30
2017,61643,HT,25
2017,61652,SK,29
2017,61666,HT,24
2017,61700,HH,25
2017,61742,SS,29
2017,61743,HT,25
2017,61869,SK,25
2017,61891,LG,26
2017,61895,SK,25
2017,61929,KT,29
2017,62007,HT,32
2017,62016,NC,28
2017,62025,NC,28
2017,62056,SK,29
2017,62146,LG,28
2017,62147,LG,28
2017,62164,LG,28
2017,62234,OB,23
2017,62244,OB,27
2017,62265,KT,28
2017,62322,WO,38
2017,62332,WO,24
2017,62338,WO,24
2017,62353,WO,28
2017,62356,WO,24
2017,62363,WO,24
2017,62404,SS,24
2017,62406,SS,28
2017,62415,SS,27
2017,62463,LG,24
2017,62499,SS,24
2017,62528,LT,24
2017,62556,LT,28
2017,62559,LT,28
2017,62595,LT,29
2017,62637,HT,28
2017,62648,HT,24
2017,62696,HT,28
2017,62698,LG,32
2017,62700,HH,23
2017,62754,HT,24
2017,62768,HH,28
2017,62797,HH,28
2017,62802,SK,25
2017,62864,HT,28
2017,62868,SK,29
2017,62869,SK,28
2017,62884,SK,23
2017,62892,SK,24
2017,62893,HT,28
2017,62895,SK,28
2017,62907,NC,24
2017,62908,NC,24
2017,62917,NC,24
2017,62921,NC,24
2017,62925,NC,24
2017,62926,NC,24
2017,62927,NC,28
2017,62929,NC,24
2017,62931,NC,28
2017,62934,NC,24
2017,62937,WO,28
2017,62947,NC,28
2017,62951,NC,23
2017,62966,NC,28
2017,63027,SS,27
2017,63077,LG,32
2017,63088,KT,30
2017,63104,KT,27
2017,63111,LG,34
2017,63123,LG,23
2017,63148,LG,23
2017,63202,OB,23
2017,63248,OB,22
2017,63257,OB,23
2017,63260,OB,23
2017,63339,WO,23
2017,63342,WO,23
2017,63360,WO,24
2017,63450,KT,23
2017,63464,SS,23
2017,63512,LT,23
2017,63550,LT,23
2017,63554,LT,27
2017,63559,LT,27
2017,63593,LT,27
2017,63619,WO,28
2017,63634,SK,27
2017,63636,HT,27
2017,63704,SK,27
2017,63722,HT,23
2017,63749,HH,23
2017,63765,HH,23
2017,63894,SK,23
2017,63903,NC,23
2017,63913,LG,27
2017,63920,NC,26
2017,63938,NC,34
2017,63950,NC,22
2017,63959,NC,27
2017,63961,NC,23
2017,63963,NC,27
2017,64001,KT,26
2017,64006,KT,22
2017,64017,KT,23
2017,64021,LT,22
2017,64022,LT,22
2017,64029,KT,22
2017,64041,KT,22
2017,64051,WO,26
2017,64086,OB,27
2017,64100,LG,22
2017,64115,LG,22
2017,64153,LG,26
2017,64204,OB,26
2017,64255,OB,22
2017,64259,OB,28
2017,64266,OB,25
2017,64267,OB,22
2017,64288,OB,26
2017,64300,WO,22
2017,64346,WO,22
2017,64350,WO,22
2017,64396,WO,22
2017,64462,SS,22
2017,64464,SS,22
2017,64498,SS,22
2017,64557,LT,26
2017,64596,LT,23
2017,64610,SS,26
2017,64706,HH,26
2017,64717,HH,23
2017,64724,HH,26
2017,64759,HH,25
2017,64760,HH,22
2017,64764,LT,23
2017,64793,SS,26
2017,64861,SK,22
2017,64868,SK,28
2017,64907,KT,27
2017,64944,NC,22
2017,64995,NC,22
2017,65040,KT,21
2017,65042,KT,24
2017,65044,KT,21
2017,65056,KT,21
2017,65057,KT,25
2017,65058,KT,21
2017,65060,KT,22
2017,65062,KT,27
2017,65064,NC,25
2017,65067,KT,26
2017,65096,KT,22
2017,65103,LG,29
2017,65109,LG,22
2017,65115,LG,21
2017,65157,LG,21
2017,65264,OB,21
2017,65269,OB,21
2017,65293,OB,26
2017,65320,WO,20
2017,65331,KT,32
2017,65343,SK,21
2017,65345,WO,21
2017,65348,WO,21
2017,65357,WO,21
2017,65362,WO,21
2017,65368,WO,22
2017,65392,WO,21
2017,65399,WO,27
2017,65405,SS,25
2017,65412,SS,25
2017,65447,SS,25
2017,65464,SK,21
2017,65506,LT,25
2017,65509,LT,21
2017,65513,LT,25
2017,65514,LT,21
2017,65516,KT,21
2017,65543,LT,30
2017,65546,LT,29
2017,65616,HT,24
2017,65643,HT,25
2017,65653,HT,25
2017,65696,HT,25
2017,65764,HH,22
2017,65769,HH,22
2017,65844,SK,21
2017,65856,SK,29
2017,65896,SK,21
2017,65898,WO,21
2017,65908,NC,21
2017,65933,NC,20
2017,66005,KT,24
2017,66023,KT,23
2017,66047,KT,20
2017,66052,KT,26
2017,66098,KT,24
2017,66112,LG,20
2017,66138,LG,33
2017,66145,LG,20
2017,66160,LG,20
2017,66162,LG,19
2017,66201,OB,24
2017,66203,OB,24
2017,66207,OB,21
2017,66209,OB,24
2017,66226,OB,31
2017,66244,OB,31
2017,66291,OB,20
2017,66302,WO,24
2017,66305,WO,23
2017,66306,WO,33
2017,66309,WO,21
2017,66354,WO,20
2017,66357,WO,20
2017,66359,WO,20
2017,66367,WO,20
2017,66397,WO,21
2017,66398,WO,20
2017,66399,WO,20
2017,66406,SS,24
2017,66409,SS,24
2017,66444,SS,25
2017,66451,SS,20
2017,66462,SS,24
2017,66469,SS,20
2017,66492,SS,25
2017,66493,SS,24
2017,66504,LT,21
2017,66508,LT,26
2017,66563,LT,24
2017,66565,LT,24
2017,66569,LT,20
2017,66606,HT,20
2017,66614,HT,20
2017,66615,HT,20
2017,66630,HT,20
2017,66643,HT,30
2017,66657,HT,20
2017,66659,HT,20
2017,66660,HT,21
2017,66662,HT,19
2017,66702,HH,21
2017,66704,HH,20
2017,66705,HH,24
2017,66707,HH,20
2017,66710,HH,20
2017,66716,HH,24
2017,66740,HH,28
2017,66741,HH,24
2017,66749,HH,24
2017,66801,SK,20
2017,66804,HT,24
2017,66833,SK,20
2017,66838,SK,27
2017,66858,SK,20
2017,66859,SK,24
2017,66864,SK,20
2017,66917,NC,20
2017,66920,NC,20
2017,66928,NC,20
2017,66960,NC,27
2017,66965,NC,24
2017,66968,NC,24
2017,66992,NC,24
2017,67005,KT,20
2017,67006,KT,19
2017,67024,KT,31
2017,67025,KT,27
2017,67033,KT,28
2017,67045,KT,19
2017,67048,KT,20
2017,67066,KT,20
2017,67092,KT,22
2017,67119,LG,19
2017,67134,LG,33
2017,67143,LG,19
2017,67159,LG,19
2017,67164,LG,19
2017,67168,LG,20
2017,67169,LG,18
2017,67202,OB,19
2017,67207,OB,19
2017,67246,OB,24
2017,67259,OB,19
2017,67260,OB,20
2017,67262,OB,23
2017,67264,OB,19
2017,67265,OB,19
2017,67266,OB,19
2017,67269,OB,20
2017,67304,WO,18
2017,67312,WO,30
2017,67313,WO,29
2017,67341,WO,19
2017,67360,WO,19
2017,67394,WO,28
2017,67421,SS,19
2017,67423,SS,28
2017,67435,SS,28
2017,67443,SS,20
2017,67449,SS,18
2017,67450,SS,31
2017,67454,SS,23
2017,67467,SS,19
2017,67504,LT,19
2017,67539,LT,19
2017,67558,LT,27
2017,67559,LT,30
2017,67569,LT,23
2017,67588,LT,18
2017,67591,LT,23
2017,67598,LT,27
2017,67610,HT,18
2017,67640,HT,19
2017,67644,HT,23
2017,67645,HT,28
2017,67646,HT,23
2017,67650,HT,33
2017,67668,HT,19
2017,67703,HH,23
2017,67708,HH,19
2017,67737,HH,25
2017,67742,HH,34
2017,67748,HH,34
2017,67762,HH,19
2017,67768,HH,19
2017,67815,SK,31
2017,67827,SK,32
2017,67828,WO,23
2017,67840,SK,30
2017,67863,SK,19
2017,67872,SK,32
2017,67893,SK,19
2017,67894,SK,18
2017,67900,NC,19
2017,67901,NC,23
2017,67902,NC,19
2017,67935,NC,30
2017,67944,NC,26
2017,67948,NC,32
2017,67954,NC,19
2017,67956,NC,19
2017,67962,NC,18
2017,67991,NC,20
2017,67993,NC,18
2017,70142,HT,36
